Rank,Company,Country/Territory,Sales,Profits,Assets,Market Value,Industry,Founded,Chief Executive Officer,Employees
996,Zions Bancorp,United States,3000000000.0,884000000.0,68900000000.0,8800000000.0,Regional Banks,1955,Harris H. Simmons,10201.0
997,Shiseido,Japan,9900000000.0,556000000.0,9200000000.0,29700000000.0,Household/Personal Care,1927,,38640.0
998,C.H. Robinson,United States,16600000000.000002,665000000.0,4400000000.0,12400000000.0,Other Transportation,1905,"Robert C. P. Biesterfeld, Jr.",15262.0
999,WR Berkley,United States,7700000000.0,641000000.0,24400000000.0,10700000000.0,Property & Casualty Insurance,1967,,7448.0
1000,Samsung SDI,South Korea,8300000000.000001,637000000.0,17300000000.0,13400000000.0,Electronics,1970,,
1001,ZTE,China,12800000000.0,-1100000000.0,18800000000.0,20000000000.0,Communications Equipment,1985,,68240.0
1002,Voya Financial,United States,8600000000.0,370000000.0,155800000000.0,8100000000.0,Investment Services,1999,,6000.0
1003,Arab National Bank,Saudi Arabia,2200000000.0,883000000.0,47500000000.0,10000000000.0,Regional Banks,1949,,4132.0
1004,Centrica,United Kingdom,39600000000.0,244000000.0,28100000000.0,7800000000.0,Natural Gas Utilities,1995,,31074.0
1005,Financiere de l'Odet,France,27200000000.0,145000000.0,61000000000.0,4400000000.0,Conglomerates,1929,,58023.0
1006,Wens Foodstuff Group,China,8600000000.0,598000000.0,7900000000.0,30800000000.0,Food Processing,1993,,48639.0
1007,Electronic Arts,United States,5300000000.0,1400000000.0,8900000000.0,27900000000.0,Recreational Products,1982,Andrew P. Wilson,9300.0
1008,Bank Of Hangzhou,China,5200000000.0,810000000.0,126400000000.0,6900000000.0,Regional Banks,1996,,6715.0
1009,GS Holdings,South Korea,15900000000.0,821000000.0,20300000000.0,4400000000.0,Oil & Gas Operations,1966,,
1010,Pgnig Group,Poland,11400000000.0,889000000.0,14200000000.0,9200000000.0,Oil & Gas Operations,1982,,24763.0
1011,HollyFrontier,United States,17700000000.0,1100000000.0,11100000000.0,8100000000.0,Oil & Gas Operations,1947,George J. Damiris,3622.0
1012,DSV,Denmark,12500000000.0,633000000.0,5900000000.0,15500000000.0,Trucking,1976,,47394.0
1013,Intuitive Surgical,United States,3700000000.0,1100000000.0,7800000000.0,60900000000.0,Medical Equipment & Supplies,1995,,5527.0
1014,Legrand,France,7100000000.0,910000000.0,11800000000.0,19300000000.0,Electrical Equipment,1926,,37356.0
1015,Inner Mongolia Baotou Steel,China,10200000000.0,452000000.0,21500000000.0,12500000000.0,Iron & Steel,1999,,29097.0
1016,En+ Group Plc Sponsored GDR RegS,United Kingdom,12400000000.0,967000000.0,21300000000.0,4600000000.0,,2002,,
1017,Sany Heavy Industry,China,8400000000.0,924000000.0,10900000000.0,16399999999.999998,Heavy Equipment,1994,,17383.0
1018,BDO Unibank,Philippines,3400000000.0,621000000.0,57500000000.0,11200000000.0,Regional Banks,1967,,34000.0
1019,China Gas Holdings,Hong Kong,7800000000.0,884000000.0,12000000000.0,16399999999.999998,Natural Gas Utilities,1995,,48000.0
1020,Aeroports de Paris,France,5300000000.0,720000000.0,18400000000.0,20000000000.0,Other Transportation,1945,,17422.0
1021,Diamondback Energy,United States,2200000000.0,846000000.0,21600000000.0,17600000000.0,Oil & Gas Operations,2007,,711.0
1022,Asr Nederland,Netherlands,6900000000.0,726000000.0,66800000000.0,6300000000.0,Diversified Insurance,2000,,4314.0
1023,NEC,Japan,26300000000.0,325000000.0,25200000000.0,8700000000.0,Electronics,1899,,
1024,Db Insurance,South Korea,13100000000.0,484000000.0,45100000000.0,3800000000.0,Property & Casualty Insurance,1968,,
1025,JM Smucker,United States,7700000000.0,626000000.0,16899999999.999998,13700000000.0,Food Processing,1897,,7000.0
1026,Schaeffler,Germany,16800000000.0,1000000000.0,14600000000.0,6300000000.0,Auto & Truck Parts,1982,,92478.0
1027,Zimmer Biomet,United States,7900000000.0,-379000000.0,24100000000.0,24600000000.0,Medical Equipment & Supplies,1927,,19000.0
1028,China Jinmao,Hong Kong,5900000000.0,797000000.0,39600000000.0,8000000000.0,Consumer Financial Services,2004,,11095.0
1029,Hengli Petrochemical,China,9000000000.0,502000000.0,18200000000.0,13400000000.0,Other Industrial Equipment,2002,,21729.0
1030,ALFA,Mexico,19000000000.0,683000000.0,18800000000.0,5500000000.0,Conglomerates,1974,,81488.0
1031,Shanghai Construction,China,25400000000.0,420000000.0,31400000000.0,5200000000.0,Construction Services,1994,,37820.0
1032,Qatar Islamic Bank,Qatar,1400000000.0,717000000.0,42700000000.0,10900000000.0,Regional Banks,1982,,1179.0
1033,CJ Cheiljedang,South Korea,17000000000.0,795000000.0,17500000000.0,4500000000.0,Food Processing,2007,,
1034,Turkish Airlines,Turkey,13000000000.0,834000000.0,20500000000.0,3400000000.0,Airline,1933,,35205.0
1035,Thomson Reuters,Canada,5500000000.0,533000000.0,17000000000.0,30100000000.0,Printing & Publishing,1851,,25800.0
1036,Investor AB,Sweden,4700000000.0,-259000000.0,47000000000.0,36100000000.0,Investment Services,1916,,20054.0
1037,Adecco,Switzerland,28200000000.0,544000000.0,11100000000.0,9700000000.0,Business & Personal Services,1996,,34000.0
1038,Rockwell Automation,United States,6700000000.0,852000000.0,5900000000.0,22700000000.0,Other Industrial Equipment,1928,Blake D. Moret,23000.0
1039,Moody's,United States,4400000000.0,1300000000.0,9500000000.0,35700000000.0,Business & Personal Services,1900,Raymond W. McDaniel,13000.0
1040,Datang International Power,China,13900000000.0,197000000.0,41900000000.0,8199999999.999999,Electric Utilities,1994,,33483.0
1041,Accor,France,4300000000.0,2600000000.0,14800000000.0,12000000000.0,Hotels & Motels,1967,,196020.0
1042,IndusInd Bank,India,3400000000.0,559000000.0,34000000000.0,15300000000.0,Regional Banks,1994,,25284.0
1043,Intact Financial,Canada,8000000000.0,545000000.0,20200000000.0,11600000000.0,Property & Casualty Insurance,1809,,14000.0
1044,J Sainsbury,United Kingdom,38900000000.0,362000000.0,29400000000.0,6500000000.0,Food Retail,1922,,
1045,Thai Beverage,Thailand,7900000000.0,713000000.0,12800000000.0,15300000000.0,Beverages,2003,,
1046,Yamaha Motor,Japan,15100000000.0,845000000.0,13100000000.0,7600000000.0,Recreational Products,1955,,53977.0
1047,Cintas,United States,6800000000.0,834000000.0,7400000000.0,22300000000.0,Business & Personal Services,1968,,41000.0
1048,Beijing Enterprises,Hong Kong,8600000000.0,967000000.0,22300000000.0,6800000000.0,Natural Gas Utilities,1997,,48000.0
1049,Gallagher,United States,6800000000.0,634000000.0,16300000000.0,14900000000.0,Insurance Brokers,1927,Patrick J. Gallagher,30400.0
1050,Continental Resources,United States,4700000000.0,988000000.0,15900000000.0,18800000000.0,Oil & Gas Operations,1967,Harold G. Hamm,1221.0
1051,Daito Trust Construction,Japan,14200000000.0,764000000.0,7500000000.0,10200000000.0,Construction Services,1974,Naomi Kumakiri,
1052,China Shipbuilding Industry,China,6500000000.0,175000000.0,30100000000.0,23000000000.0,Heavy Equipment,2008,,36315.0
1053,Shin Kong Financial,Taiwan,13100000000.0,323000000.0,118700000000.0,3400000000.0,Life & Health Insurance,2002,,17063.0
1054,BBMG,China,12000000000.0,503000000.0,39100000000.0,6200000000.0,Construction Materials,2005,,52498.0
1055,MediaTek,Taiwan,7900000000.0,688000000.0,13100000000.0,15000000000.0,Semiconductors,1997,,
1056,Onex,Canada,25100000000.0,-659000000.0,45400000000.0,6000000000.0,Investment Services,1980,,270.0
1057,Tokyu,Japan,10400000000.0,493000000.0,21600000000.0,9500000000.0,Railroads,1922,,22985.0
1058,WellCare Health Plans,United States,20400000000.0,440000000.0,11900000000.0,12700000000.0,Managed Health Care,2002,Ken Burdick,12000.0
1059,Mitsubishi UFJ Lease,Japan,7800000000.0,626000000.0,52000000000.0,4600000000.0,Rental & Leasing,1971,,3126.0
1060,Celanese,United States,7200000000.0,1200000000.0,9300000000.0,13400000000.0,Diversified Chemicals,2005,Lori J. Ryerkerk,7684.0
1061,Hesteel,China,17100000000.000002,458000000.0,30000000000.0,5600000000.0,Iron & Steel,2008,,37345.0
1062,Interactive Brokers Group,United States,2500000000.0,172000000.0,63500000000.0,22800000000.0,Investment Services,1977,Tom Peterffy,1413.0
1063,Sumitomo Metal Mining,Japan,8600000000.0,847000000.0,16000000000.0,8900000000.0,Diversified Metals & Mining,1950,,7074.0
1064,Japan Exchange Group,Japan,1100000000.0,468000000.0,501400000000.0,8800000000.0,Investment Services,1949,,
1065,Mohawk Industries,United States,10000000000.0,858000000.0,13100000000.0,9500000000.0,Furniture & Fixtures,1988,Jeffrey S. Lorberbaum,42100.0
1066,Sojitz,Japan,17000000000.0,596000000.0,21200000000.0,4300000000.0,Trading Companies,2003,Masayoshi Fujimoto,17917.0
1067,Investec,United Kingdom,6000000000.0,716000000.0,73200000000.0,6300000000.0,Investment Services,1998,Stephen Koseff,10146.0
1068,NetApp,United States,6200000000.0,1000000000.0,8400000000.0,19200000000.0,Computer Storage Devices,1992,George Kurian,10300.0
1069,Yum China Holdings,China,8400000000.0,708000000.0,4600000000.0,17100000000.000002,Restaurants,2016,Joey Wat,450000.0
1070,Melrose Industries Plc,United Kingdom,11500000000.0,-633000000.0,25100000000.0,12400000000.0,Consumer Financial Services,2003,,60908.0
1071,Universal Health,United States,10800000000.0,779000000.0,11300000000.0,11300000000.0,Healthcare Services,1978,Alan B. Miller,78700.0
1072,Gecina,France,1100000000.0,1200000000.0,22500000000.0,10800000000.0,Real Estate,1959,,510.0
1073,Restaurant Brands International,Canada,5400000000.0,612000000.0,20100000000.0,17100000000.000002,Restaurants,,,6000.0
1074,Dexia,Belgium,11000000000.0,-559000000.0,196500000000.0,9000000.0,Major Banks,1996,,996.0
1075,Norwegian Cruise Line Holdings,United States,6100000000.0,955000000.0,15200000000.0,12300000000.0,Hotels & Motels,2010,,33200.0
1076,Sika,Switzerland,7200000000.0,698000000.0,6500000000.0,21200000000.0,Construction Materials,1910,,20060.0
1077,Zhejiang Zheneng Electric Power,China,8600000000.0,660000000.0,16100000000.000002,10100000000.0,Electric Utilities,1985,,10465.0
1078,Singapore Airlines,Singapore,12100000000.0,491000000.0,20200000000.0,8600000000.0,Airline,1947,,24350.0
1079,Technipfmc,United Kingdom,12600000000.0,-1900000000.0,25000000000.0,11000000000.0,Oil Services & Equipment,2015,,37000.0
1080,BCI-Banco Credito,Chile,3600000000.0,616000000.0,59600000000.0,9300000000.0,Major Banks,1937,,10608.0
1081,SDIC Power Holdings,China,6100000000.0,660000000.0,32100000000.0,8600000000.0,Electric Utilities,,,9474.0
1082,Dassault Aviation,France,6000000000.0,676000000.0,19500000000.0,12100000000.0,Aerospace & Defense,1911,,11494.0
1083,First Financial Holding,Taiwan,2900000000.0,575000000.0,95500000000.0,8500000000.0,Regional Banks,2003,,9266.0
1084,Barrick Gold,Canada,7300000000.0,-1600000000.0,22600000000.0,23200000000.0,Diversified Metals & Mining,1983,,18421.0
1085,Shimizu,Japan,14700000000.0,766000000.0,16000000000.0,6500000000.0,Construction Services,1804,,16024.0
1086,Vistra Energy,United States,10100000000.0,-54000000.0,26000000000.0,12600000000.0,Electric Utilities,,,5275.0
1087,Invesco,United States,5200000000.0,856000000.0,31000000000.0,8700000000.0,Investment Services,1935,Martin L. Flanagan,7459.0
1088,Mosaic,United States,9600000000.0,470000000.0,20100000000.0,10400000000.0,Specialized Chemicals,2004,James Calvin O'Rourke,12900.0
1089,Oi,Brazil,6000000000.0,6700000000.0,16899999999.999998,2500000000.0,Telecommunications services,1963,,72944.0
1090,Jiangsu Yanghe Brewery,China,3100000000.0,1200000000.0,6600000000.0,27400000000.0,Beverages,2002,,15026.0
1091,Klepierre,France,1400000000.0,823000000.0,29200000000.0,10700000000.0,Real Estate,,,1166.0
1092,SM Investments,Philippines,8500000000.0,,19000000000.0,21600000000.0,Department Stores,1960,,
1093,Harris,United States,6400000000.0,853000000.0,9900000000.0,19500000000.0,Communications Equipment,1926,,17500.0
1094,Agilent Technologies,United States,5000000000.0,1100000000.0,9000000000.0,24200000000.0,Electronics,1999,,14800.0
1095,Altice Europe,Netherlands,16800000000.0,-393000000.0,51800000000.0,3400000000.0,Broadcasting & Cable,2015,,19748.0
1096,Joint Stock Commercial Bank for Foreign Trade of Vietnam,Vietnam,3100000000.0,562000000.0,46300000000.0,10900000000.0,Regional Banks,1955,,17215.0
1097,Kyushu Electric Power,Japan,18300000000.0,360000000.0,42500000000.0,4900000000.0,Electric Utilities,1951,,
1098,Markel,United States,7300000000.0,-133000000.0,33799999999.999996,14100000000.0,Diversified Insurance,1930,Thomas Sinnickson Gayner,17400.0
1099,Welltower,United States,4700000000.0,389000000.0,30300000000.0,29300000000.0,Real Estate,1970,Thomas J. DeRosa,384.0
1100,Twitter,United States,3000000000.0,1200000000.0,10200000000.0,26400000000.0,,2006,Jack Dorsey,3920.0
1101,Kerry Group,Ireland,7800000000.0,638000000.0,9500000000.0,19200000000.0,Food Processing,1972,,25000.0
1102,Angang Steel,China,15100000000.0,1100000000.0,13100000000.0,6000000000.0,Iron & Steel,1997,,35517.0
1103,Hoya,Japan,5100000000.0,1000000000.0,6600000000.0,25200000000.0,Electronics,1941,,37812.0
1104,Illumina,United States,3300000000.0,826000000.0,7000000000.0,46900000000.0,Biotechs,1998,Francis A. deSouza,7300.0
1105,Mondi,United Kingdom,8800000000.0,973000000.0,9200000000.0,10900000000.0,Paper & Paper Products,2007,,26493.0
1106,Steel Dynamics,United States,11800000000.0,1300000000.0,7700000000.0,7600000000.0,Iron & Steel,1993,,8200.0
1107,Bajaj Finserv,India,5500000000.0,448000000.0,24900000000.0,17400000000.0,,2007,,24.0
1108,Boston Properties,United States,2700000000.0,583000000.0,20300000000.0,20500000000.0,Real Estate,1970,Owen D. Thomas,760.0
1109,Insurance Australia Group,Australia,5500000000.0,651000000.0,20300000000.0,12800000000.0,Property & Casualty Insurance,1925,,
1110,American Water Works,United States,3400000000.0,567000000.0,22200000000.0,18900000000.0,Diversified Utilities,1886,Susan N. Story,7100.0
1111,Goodyear,United States,15500000000.0,693000000.0,16899999999.999998,4800000000.0,Auto & Truck Parts,1898,,64000.0
1112,Banco de Sabadell,Spain,7800000000.0,387000000.0,254100000000.0,6400000000.0,Regional Banks,1881,Jaime Guardiola Romojaro,26181.0
1113,Knorr-Bremse,Germany,7000000000.0,743000000.0,7100000000.0,18100000000.0,,1905,,27705.0
1114,Annaly Capital Management,United States,2000000000.0,54000000.0,105800000000.0,14400000000.0,Real Estate,1996,Kevin Gerard Keyes,170.0
1115,Helvetia Holding,Switzerland,9300000000.0,442000000.0,59200000000.0,6200000000.0,Diversified Insurance,1996,,6624.0
1116,LG Display,South Korea,22100000000.0,-188000000.0,29700000000.0,6800000000.0,Electronics,1985,,32603.0
1117,Harbin Bank,China,4800000000.0,838000000.0,89700000000.0,2600000000.0,Major Banks,1997,,6728.0
1118,Alinma Bank,Saudi Arabia,1600000000.0,671000000.0,32299999999.999996,10600000000.0,Regional Banks,2006,,2417.0
1119,Grupo Inbursa,Mexico,4099999999.9999995,889000000.0,25900000000.0,10200000000.0,Regional Banks,1985,,11441.0
1120,AGL Energy,Australia,9500000000.0,937000000.0,10700000000.0,10200000000.0,Electric Utilities,2005,,3714.0
1121,E.Sun Financial,Taiwan,2200000000.0,566000000.0,74400000000.0,8400000000.0,Regional Banks,2002,,8337.0
1122,Paychex,United States,3700000000.0,1000000000.0,10400000000.0,29300000000.0,Business & Personal Services,1979,Martin Mucci,14300.0
1123,AerCap Holdings,Ireland,4700000000.0,1000000000.0,43200000000.0,7100000000.0,Other Transportation,1995,,385.0
1124,Rongsheng Petrochemical,China,13800000000.0,243000000.0,17700000000.0,12500000000.0,Apparel/Accessories,1995,,11710.0
1125,Bunge,United States,45700000000.0,267000000.0,19400000000.0,7200000000.0,Food Processing,1818,Gregory A. Heckman,31000.0
1126,Meiji Holdings,Japan,11400000000.0,656000000.0,9300000000.0,11300000000.0,Food Processing,2009,,16296.0
1127,Bankinter,Spain,2600000000.0,621000000.0,87500000000.0,7400000000.0,Regional Banks,1965,María Dolores Dancausa Treviño,7772.0
1128,Westlake Chemical,United States,8600000000.0,990000000.0,11600000000.0,9700000000.0,Diversified Chemicals,1986,Albert Yuan Chao,8870.0
1129,Grifols,Spain,5300000000.0,704000000.0,14300000000.0,18500000000.0,Biotechs,1940,,21243.0
1130,KLA-Tencor,United States,4300000000.0,1400000000.0,5600000000.0,20300000000.0,Semiconductors,1975,Rick Wallace,6550.0
1131,Monster Beverage,United States,3800000000.0,993000000.0,4700000000.0,30000000000.0,Beverages,1985,Rodney Cyril Sacks,3142.0
1132,Darden Restaurants,United States,8400000000.0,680000000.0,5700000000.0,14400000000.0,Restaurants,1968,,180000.0
1133,Ferrovial,Spain,6800000000.0,-564000000.0,28000000000.0,17300000000.0,Other Transportation,1952,,17370.0
1134,Encana,Canada,5500000000.0,1100000000.0,15300000000.0,10800000000.0,Oil & Gas Operations,1881,,2065.0
1135,Taiwan Cooperative Financial,Taiwan,2600000000.0,518000000.0,114100000000.0,8100000000.0,Regional Banks,1946,,9140.0
1136,Industries Qatar,Qatar,1600000000.0,1400000000.0,10200000000.0,20800000000.0,Specialized Chemicals,2003,,
1137,Clorox,United States,6200000000.0,790000000.0,5100000000.0,19700000000.0,Household/Personal Care,1913,Benno O. Dorer,8700.0
1138,Lonza Group,Switzerland,5700000000.0,571000000.0,14100000000.0,21800000000.0,Specialized Chemicals,1897,,15375.0
1139,Hankyu Hanshin Holdings,Japan,7200000000.0,614000000.0,22300000000.0,8800000000.0,Railroads,1907,,22152.0
1140,Ternium,Luxembourg,11500000000.0,1500000000.0,12500000000.0,5300000000.0,Iron & Steel,1961,,20660.0
1141,Tohoku Electric Power,Japan,19700000000.0,255000000.0,38200000000.0,6000000000.0,Electric Utilities,1951,,
1142,BorgWarner,United States,10500000000.0,931000000.0,10100000000.0,9100000000.0,Auto & Truck Parts,1928,,30000.0
1143,Attijariwafa Bank,Morocco,4099999999.9999995,608000000.0,53300000000.0,8700000000.0,Regional Banks,1911,,8533.0
1144,Ulta Beauty,United States,6700000000.0,659000000.0,3300000000.0,20600000000.0,Specialty Stores,1990,Mary N. Dillon,44000.0
1145,CIFI Holdings Group,China,6400000000.0,843000000.0,35100000000.0,5600000000.0,,2000,,7300.0
1146,Samsung SDS,South Korea,9100000000.0,572000000.0,7200000000.0,15800000000.0,Computer Services,1985,,
1147,Molina Healthcare,United States,18900000000.0,707000000.0,7200000000.0,7600000000.0,Managed Health Care,1980,,11000.0
1148,Saudi Arabian Mining,Saudi Arabia,3800000000.0,493000000.0,26100000000.0,18000000000.0,Diversified Metals & Mining,1997,Darren Christopher Davis,
1149,Interpublic Group,United States,9700000000.0,619000000.0,15600000000.0,8800000000.0,Advertising,1930,Michael Isor Roth,54000.0
1150,Skanska,Sweden,19700000000.0,525000000.0,13100000000.0,7700000000.0,Construction Services,1887,,37450.0
1151,Amcor,Australia,9400000000.0,658000000.0,8900000000.0,12700000000.0,Containers & Packaging,1860,,33344.0
1152,Guosen Securities,China,1400000000.0,481000000.0,29900000000.0,16100000000.000002,Investment Services,1994,,9362.0
1153,SGS,Switzerland,6900000000.0,657000000.0,6200000000.0,19800000000.0,Business & Personal Services,1878,,97368.0
1154,Tokyo Century,Japan,9500000000.0,510000000.0,36400000000.0,4800000000.0,Rental & Leasing,1969,,6035.0
1155,Evergy,United States,4300000000.0,535000000.0,27600000000.0,14300000000.0,Electric Utilities,,,4832.0
1156,PVH,United States,9700000000.0,746000000.0,11900000000.0,9900000000.0,Apparel/Accessories,1881,Emanuel Chirico,20500.0
1157,Host Hotels & Resorts,United States,5500000000.0,1100000000.0,12100000000.0,14000000000.0,Real Estate,1927,James F. Risoleo,184.0
1158,Saputo,Canada,10000000000.0,587000000.0,7400000000.0,13300000000.0,Food Processing,1954,,13200.0
1159,Whirlpool,United States,21000000000.0,-183000000.0,18300000000.0,8800000000.0,Household Appliances,1898,Marc Robert Bitzer,92000.0
1160,TransDigm Group,United States,4000000000.0,821000000.0,12400000000.0,24800000000.0,Aerospace & Defense,2003,Kevin M. Stein,10100.0
1161,Kobe Steel,Japan,17700000000.0,474000000.0,21300000000.0,2800000000.0,Iron & Steel,1911,,37436.0
1162,Voestalpine,Austria,15800000000.0,592000000.0,17400000000.0,6100000000.0,Iron & Steel,1945,,48904.0
1163,Aramark,United States,16100000000.000002,526000000.0,13700000000.0,7800000000.0,Restaurants,1959,Eric J. Foss,274400.0
1164,China Galaxy Securities,China,2400000000.0,435000000.0,36600000000.0,15100000000.0,Investment Services,2007,,9681.0
1165,China International Marine,China,14000000000.0,504000000.0,23200000000.0,5200000000.0,Heavy Equipment,1980,,51253.0
1166,CJ Corporation,South Korea,26800000000.0,251000000.0,28400000000.0,3100000000.0,Food Processing,1953,,
1167,Jeronimo Martins,Portugal,20500000000.0,473000000.0,7600000000.0,9900000000.0,Food Retail,1792,,108560.0
1168,Terna,Italy,2600000000.0,834000000.0,19600000000.0,12100000000.0,Electric Utilities,1999,,3897.0
1169,PulteGroup,United States,10200000000.0,1000000000.0,10200000000.0,8400000000.0,Construction Services,1950,Ryan R. Marshall,5086.0
1170,China Development Financial,Taiwan,10400000000.0,260000000.0,88400000000.0,4700000000.0,Regional Banks,2001,,12597.0
1171,China Resources Power,Hong Kong,9800000000.0,504000000.0,26600000000.0,6900000000.0,Electric Utilities,2001,,29827.0
1172,Bank Pekao,Poland,2600000000.0,633000000.0,50900000000.0,8100000000.0,Regional Banks,1929,Micha? Krupi?ski,16714.0
1173,Covivio,France,1500000000.0,884000000.0,28000000000.0,8800000000.0,Real Estate,1963,,877.0
1174,Oriental Land,Japan,4700000000.0,780000000.0,8800000000.0,36500000000.0,Hotels & Motels,1960,,
1175,Xilinx,United States,2900000000.0,811000000.0,5400000000.0,34200000000.000004,Semiconductors,1984,Victor Peng,4014.0
1176,Schroders,United States,3500000000.0,673000000.0,25000000000.0,11400000000.0,Investment Services,1804,,5494.0
1177,Wynn Resorts,United States,6700000000.0,584000000.0,13300000000.0,15300000000.0,Casinos & Gaming,2002,,26000.0
1178,Bank of Tianjin,China,5000000000.0,641000000.0,96000000000.0,3600000000.0,Regional Banks,1996,,6852.0
1179,GD Power Development,China,9700000000.0,207000000.0,39700000000.0,8199999999.999999,Electric Utilities,1992,,25586.0
1180,Equinix,United States,5100000000.0,365000000.0,20200000000.0,37500000000.0,Real Estate,1998,Charles J. Meyers,7903.0
1181,UBI Banca,Italy,5600000000.0,502000000.0,143200000000.0,3600000000.0,Regional Banks,2007,,20424.0
1182,Cosmo Energy Holdings,Japan,25300000000.0,482000000.0,16200000000.0,1700000000.0,Oil & Gas Operations,2015,,6855.0
1183,UCB,Belgium,5500000000.0,933000000.0,12000000000.0,14900000000.0,Pharmaceuticals,1928,,7495.0
1184,3i Group,United Kingdom,590000000.0,2000000000.0,10900000000.0,13700000000.0,Investment Services,,,291.0
1185,Yara International,Norway,12900000000.0,165000000.0,16700000000.0,11900000000.0,Specialized Chemicals,1905,,16757.0
1186,GAIL India,India,8500000000.0,744000000.0,9600000000.0,11400000000.0,Natural Gas Utilities,1984,,19891.0
1187,Givaudan,Switzerland,5600000000.0,677000000.0,9400000000.0,23300000000.0,Household/Personal Care,2000,,13598.0
1188,Hyundai Steel,South Korea,18900000000.0,362000000.0,29800000000.0,5700000000.0,Iron & Steel,1953,,
1189,Inter Rao,Russia,15300000000.0,1100000000.0,10700000000.0,4400000000.0,Electric Utilities,1997,,
1190,Ferrari,Italy,4000000000.0,926000000.0,5500000000.0,25200000000.0,Auto & Truck Manufacturers,1947,,3851.0
1191,Industrial Alliance Insurance,Canada,8100000000.0,489000000.0,45800000000.0,4300000000.0,Life & Health Insurance,1892,,6115.0
1192,Vienna Insurance Group,Austria,11900000000.0,307000000.0,57200000000.0,3600000000.0,Diversified Insurance,1824,,25059.0
1193,Petronas Chemicals,Malaysia,4900000000.0,1200000000.0,9000000000.0,17200000000.0,Specialized Chemicals,1998,,4659.0
1194,Terumo,Japan,5300000000.0,824000000.0,10300000000.0,21100000000.0,Medical Equipment & Supplies,1921,,23319.0
1195,Newmont Mining,United States,7300000000.0,341000000.0,20700000000.0,17600000000.0,Diversified Metals & Mining,1921,Gary J. Goldberg,24200.0
1196,Masco,United States,8400000000.0,729000000.0,5400000000.0,11800000000.0,Construction Materials,1929,Keith J. Allman,26000.0
1197,Ricoh,Japan,18400000000.0,-924000000.0,24300000000.0,7300000000.0,Business Products & Supplies,1936,,97878.0
1198,Top Frontier Investment Holdings,Philippines,19000000000.0,181000000.0,32400000000.0,1700000000.0,Oil & Gas Operations,2008,,28651.0
1199,Punjab National Bank,India,8900000000.0,-1900000000.0,119400000000.0,4900000000.0,Regional Banks,1895,,74897.0
1200,Edwards Lifesciences,United States,3700000000.0,722000000.0,5300000000.0,36900000000.0,Medical Equipment & Supplies,1958,Michael A. Mussallem,12800.0
1201,Pegatron,Taiwan,44400000000.0,369000000.0,19000000000.0,5200000000.0,Electronics,2007,,
1202,Indorama Ventures,Thailand,10700000000.0,786000000.0,11600000000.0,8400000000.0,Specialized Chemicals,2009,,
1203,Bank Of Guiyang,China,3800000000.0,776000000.0,73300000000.0,5000000000.0,Regional Banks,1997,,6474.0
1204,S-Oil,South Korea,23100000000.0,234000000.0,14300000000.0,9700000000.0,Oil & Gas Operations,1976,,
1205,Arkema,France,10400000000.0,834000000.0,11600000000.0,8100000000.0,Diversified Chemicals,2003,,20010.0
1206,Airports of Thailand,Thailand,1900000000.0,783000000.0,5800000000.0,30900000000.0,Other Transportation,1903,,
1207,NRG Energy,United States,10100000000.0,597000000.0,10600000000.0,11400000000.0,Electric Utilities,1989,Mauricio Gutierrez,4862.0
1208,Dassault Systemes,France,4099999999.9999995,672000000.0,9100000000.0,39200000000.0,Software & Programming,1981,,16055.0
1209,Experian,Ireland,4800000000.0,804000000.0,7900000000.0,25800000000.0,Business & Personal Services,1980,,16500.0
1210,US Steel,United States,14200000000.0,1100000000.0,11000000000.0,2800000000.0,Iron & Steel,1901,,29000.0
1211,Advanced Info Service,Thailand,5300000000.0,918000000.0,8900000000.0,17900000000.0,Telecommunications services,1986,,
1212,Expeditors International,United States,8100000000.0,618000000.0,3300000000.0,13800000000.0,Air Courier,1979,Jeffrey S. Musser,17500.0
1213,Jiangsu Hengrui Medicine,China,2700000000.0,642000000.0,3500000000.0,42000000000.0,Pharmaceuticals,1970,,21016.0
1214,Hess,United States,6400000000.0,-282000000.0,21400000000.0,20000000000.0,Oil & Gas Operations,1920,John B. B. Hess,1708.0
1215,HAL Trust,Monaco,9900000000.0,183000000.0,18800000000.0,12600000000.0,Investment Services,1977,,51397.0
1216,LG Household & Health Care,South Korea,6100000000.0,620000000.0,4700000000.0,20700000000.0,Household/Personal Care,2001,,
1217,Grasim Industries,India,10200000000.0,197000000.0,32400000000.0,8199999999.999999,Construction Materials,1947,,39808.0
1218,Phoenix Group Holdings,United Kingdom,-9100000000.0,489000000.0,283100000000.0,6700000000.0,Life & Health Insurance,1857,,1249.0
1219,Assa Abloy,Sweden,9700000000.0,316000000.0,12000000000.0,25100000000.0,Other Industrial Equipment,1994,,48500.0
1220,Charoen Pokphand Foods,Thailand,16800000000.0,456000000.0,19300000000.0,4600000000.0,Food Processing,1994,,
1221,Worldpay,United States,3900000000.0,13000000.0,24900000000.0,34600000000.0,,2009,Charles D. Drucker,8186.0
1222,Yuanta Financial Holding,Taiwan,4099999999.9999995,619000000.0,74400000000.0,6800000000.0,Investment Services,2002,,14217.0
1223,Concordia Financial Group,Japan,2800000000.0,567000000.0,168800000000.0,4800000000.0,Regional Banks,2016,,6315.0
1224,SKF Group,Sweden,9900000000.0,837000000.0,9800000000.0,8700000000.0,Other Industrial Equipment,1907,,44428.0
